file,prefix,sr,duration_s,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,zcr_mean,zcr_std,rms_mean,rms_std
real.wav,real,16000,3.87775,644.5154838096221,446.03131375563174,881.9820964094902,296.7212762698171,0.03962282274590164,0.019151100835416823,0.07915849983692169,0.062368836253881454
fake.wav,fake,16000,3.87775,1202.952064242827,606.8434517133638,1203.2428329272675,438.5470022968214,0.09144467213114754,0.0599696396759685,0.08846934884786606,0.07348581403493881
